total_raw_event_records,invalid_timestamp_records_dropped,records_after_timestamp_cleaning,records_with_latitude_longitude,records_mapped_to_taxi_zones,records_not_mapped,citywide_only_records,unique_mapped_zones,event_active_hours,citywide_fallback_used,number_of_event_feature_rows,event_feature_rows_with_event_flag,event_feature_rows_with_incident_flag,percentage_final_rows_event_flag_1,percentage_final_rows_incident_flag_1,number_of_final_merged_rows,final_merged_rows_with_event_flag,final_merged_rows_with_incident_flag
22244,0,22244,20897,20818,1426,1426,257,2165,True,526344,19748,19748,3.7805669100007204,3.7805669100007204,485615,18359,18359
